Gene	A0106_T	A0113_T	A0135_T	A0136_T	A0156_T	A0167_T	A0169_T	A0179_T	A0180_T	A0181_T	A0184_T	A0187_T	A0188_T	A0200_T	A0204_T	A0205_T	A0209_T	A0214_T	A0234_T	A0241_T	A0265_T	A0273_T	A0282_T	A0287_T	A0312_T	A0313_T	A0353_T	A0373_T	A0375_T	A0378_T	A0383_T	A0394_T	A0395_T	A0411_T	A0421_T	A0504_T	A0526_T	A0568_T	A0605_T	A0614_T	A0629_T	A0673_T	A0680_T	A0695_T	A0715_T	A0738_T	A0740_T	A0743_T	A0760_T	A0794_T	A0804_T	A0811_T	A0825_T	A0847_T	A0927_T	A0933_T	A0934_T	A0978_T	A0982_T	A1020_T	A1063_T	A1126_T	A1156_T	A1159_T	A1170_T	A1177_T	A1183_T	A1184_T	A1191_T	A1195_T	A1197_T	A1210_T	A1211_T	A1217_T	A1220_T	A1223_T	A1230_T	A1232_T	A1245_T	A1253_T	A1270_T	A1287_T	A1301_T	A1303_T	A1314_T	A1319_T	A1320_T	A1336_T	A1346_T	A1347_T	A1358_T	A1359_T	A1360_T	A1369_T	A1380_T	A1381_T	A1403_T	A1423_T	A1430_T	A1434_T	A1444_T	A1459_T	A1461_T	A1462_T	A1463_T	A1479_T	A1485_T	A1511_T	A1532_T	A1538_T	A1543_T	A1545_T	A0118_T	A0121_T	A0128_T	A0132_T
AATF	41.63586958	49.93971839	49.20389644	37.35708903	44.13869714	51.50520702	46.73370754	50.41895571	41.2478633	49.84303425	47.29551938	39.09397242	37.83248846	29.55208702	42.48996585	38.90543982	37.29209464	54.98811738	46.83641385	48.08800949	44.27671913	30.33663284	44.42045049	45.81586997	47.93846761	52.31864366	51.31305866	45.67195658	69.88710309	59.59409432	55.55820331	62.77733099	40.70629559	56.05117009	44.39672425	34.07754842	53.88901071	47.50619239	33.05541197	34.15207407	28.04688725	48.82080959	46.78452162	61.8491699	47.99705023	46.86515664	38.71171901	43.15717751	55.79849816	40.80064473	49.42899093	46.63236724	57.76981564	40.3643472	49.76153882	63.0847924	50.75693005	48.15212827	53.52378849	48.51885858	44.9891612	61.96544422	50.75880965	40.7703311	62.04349342	39.77053009	41.94027694	38.45127985	46.38412879	43.99873753	25.60241158	45.82872314	43.79046336	42.21128317	31.80301258	48.48162631	75.26560833	40.4196329	45.12642533	53.01586192	70.6748167	52.04593571	36.0793538	48.69449296	58.82221857	39.80999166	43.8342241	45.65283473	40.14897083	27.71433471	34.41157748	44.96122612	46.59619574	55.50234306	41.55007554	26.06498449	24.29185978	47.97665789	68.43205998	56.0316136	62.82059967	70.05651107	54.0672209	54.46513128	46.08608908	35.69972447	47.07651641	47.25927779	58.05945228	46.42921922	46.56378827	47.52666592	60.05643945	65.28464231	54.1906913	54.5253368
AATK	4.664972326	1.848139945	1.501189258	2.903994565	6.875620117	5.703351683	2.889385655	2.144004669	3.981593077	1.25953866	2.04558131	2.657884511	10.61293614	0.935591352	3.921469318	5.89978796	2.690518449	5.989300863	10.38039942	8.639461927	5.528667057	1.886106651	4.145710273	7.541536986	0.94465223	6.445939037	4.115577648	3.479836366	2.532888997	14.29500133	9.047392152	3.894576012	2.549340691	0.645391899	8.562706781	8.444261015	11.60185032	2.642152382	2.756381336	5.551224213	5.668159507	2.4964144	7.875193973	8.446964321	7.158423481	4.970924065	4.559807594	8.421310979	2.828448687	0.839915865	3.500765073	13.00756391	13.79105238	9.908579513	1.270071071	1.248536732	2.160555461	4.666048727	4.643565229	7.249854365	13.69216861	3.904201102	0.781596754	6.153209421	9.082744366	5.348563671	2.990552564	4.633979677	4.79675398	6.690466715	4.056660363	3.905493715	2.528960352	2.490211918	2.563381002	6.841206856	3.444144802	2.591217352	3.807150087	4.630890028	3.919950669	3.318405817	3.230319594	7.67232018	4.364046869	2.187273412	2.894548609	1.147189201	2.962838457	2.502095623	0.776947547	0.991265366	3.453836733	6.001837801	3.226807935	1.608221139	1.137457935	2.105797271	3.342114077	4.054215462	1.277188702	5.058357591	3.472396347	7.650321552	4.876142589	1.806148177	5.219480072	1.849540119	3.331225782	4.844530462	1.868033897	5.9423576	1.347509965	1.765178508	2.655902045	4.101813086
ABAT	28.18078781	248.9053004	91.23196872	102.7363272	114.3845021	40.65712057	26.16977025	23.55779767	78.16923652	79.75489893	183.5979139	147.3759881	198.2322605	98.57130564	122.193868	116.1479348	201.4488785	30.35947987	11.28845422	54.98749461	66.2120383	99.56934363	39.31888343	22.39619704	173.4732231	40.34275651	94.63482092	83.87956015	85.81268514	29.76728367	38.34604983	45.15472619	133.8760522	146.9369213	46.49938839	87.88295469	92.05410835	93.08102163	162.6721832	114.1862179	156.4242393	163.7703947	35.87628371	55.27579162	45.29692988	60.168865	17.18665633	52.64101794	22.25738396	189.2122445	64.96767281	21.75723295	19.94934402	112.2637236	185.9224435	28.29622354	173.6059056	32.40496648	40.03809979	112.2485802	64.63636666	67.29391064	72.88686489	63.45115818	28.70729335	57.534951	90.99753915	158.2942367	38.67683214	45.37649053	96.99102462	113.0815518	5.296667623	124.3754791	62.49618382	89.46525175	53.05892866	79.22274635	36.54631992	88.80899948	59.16938984	36.02198605	117.7620921	31.0696232	77.56833775	111.1389779	47.64721426	140.0633048	75.14854668	170.5197308	52.88425635	102.3490099	82.15624416	73.79125462	78.82133119	13.7105029	52.05905132	73.76130426	62.52959826	127.5066895	122.2381234	28.03328439	135.9504325	86.62606513	174.9724164	262.2667778	197.6526198	79.59926414	48.74505381	57.99018652	126.9447142	90.96239314	33.78304303	18.70793684	99.97381987	100.3418656
ABCA1	93.52618001	60.83158296	78.10501483	68.83931	136.2721681	89.94128664	71.81943055	115.7119769	39.25604152	69.02900288	20.85686556	81.85986649	22.87218008	37.10893791	44.5013651	89.53423862	72.10754855	92.09724195	76.11731456	38.05855635	67.26244223	78.73669268	79.21680812	47.39990641	67.00892359	136.5438261	60.93179404	62.67126573	73.4032884	67.86838793	56.76041616	69.28359916	38.55667929	30.06613853	43.03534382	47.08424618	49.88163413	39.5211785	50.46687071	19.5612046	20.9692898	39.66367755	59.52942196	96.88468525	41.76450238	54.30863575	260.7373386	48.05798129	67.85291905	19.81123562	55.55690973	98.51400633	113.1223529	40.20532419	30.62288415	121.2792432	36.84625052	36.49482683	80.66502017	67.18532286	43.13600603	71.2554781	16.29774434	60.58825636	122.8556617	44.85685259	62.0980577	44.91874514	76.90803116	38.38858213	28.62207063	32.07970425	89.71476861	49.19147137	51.28906263	47.48670245	199.085515	59.82507111	69.8435206	102.5186038	68.14165009	38.46508182	29.22258571	57.01457513	77.95090527	26.66695589	56.32929525	42.90524115	89.72943041	31.88740655	48.66733842	29.48874339	29.82780923	63.35995321	40.92136229	37.80355096	28.93816523	21.61487692	57.84032653	70.93173942	68.23403048	98.32350427	39.48022023	43.69065676	42.96525397	24.13144592	55.697231	33.11106972	126.4595188	59.69313406	47.73450217	41.83173165	109.5580698	38.52098506	76.94073245	75.11040305
ABCA10	8.403409366	7.538089053	18.75251113	14.9545322	25.47906051	15.6235362	22.73063869	18.00435961	13.1001777	13.90860089	5.64073411	14.23778829	6.545249799	31.62878708	12.69812054	10.06684494	7.213787746	19.87295097	17.45337461	5.640402363	16.43460775	19.9532229	9.391876466	17.34756133	12.79004025	6.40284222	2.302077134	3.173757251	2.468122154	5.568798089	5.020933411	6.752630977	3.613653813	1.080954452	7.976946346	3.361725763	3.634807192	3.956426791	1.857717341	1.694148231	2.096162839	3.686421463	2.77534775	1.398757833	4.625461559	5.782781002	4.966823104	5.750229034	4.154512261	4.322561224	1.995631437	6.21489047	3.121434607	3.039952119	1.827301731	5.789896762	3.716292709	3.127825313	4.59451822	1.866289974	3.334496397	2.997318767	2.015008084	4.093758016	3.022326851	7.702968198	0.681123039	2.317946615	3.740377119	3.189732627	3.281861342	1.535784266	12.02456694	10.33997429	2.20627691	7.706846801	13.12617715	3.583001542	8.608442718	5.674407826	4.344422973	8.381973922	5.034131302	4.906044107	6.090284842	5.964392365	6.697883911	2.541567351	11.00935903	1.78516235	5.106729861	4.15964521	9.75397635	9.154856791	5.647815905	2.638241126	3.77700024	3.27598256	2.063030067	1.803286931	2.769055979	3.737501592	1.433383784	1.189579819	1.285435807	1.458380516	2.103024056	0.658200053	0.941734598	1.453481198	1.267882195	2.128143531	8.176317739	2.101623171	3.439975639	4.002134342
ABCA12	0.30628807	0	0	0.363325026	0.054943318	0.153904804	0.234250233	0.136573015	0.714942246	0.055061564	0.121373806	0.129270286	0.150937598	0	0.237579091	0.446965946	0.015011279	0.314339411	0.143729647	0.371922464	0.513123346	0.068710331	0.217581343	1.571068331	0	0	0.135443402	0.403706575	0	0.181527743	0	0.434023591	0.472449893	0	0	0.283494816	0.331521271	0.333513102	0.474178122	0	0.222320301	0.418719808	0	0.037839051	0.271918871	0.030581315	0.137333129	0.287347742	0	0	0.184514208	0.657723008	0.567606419	0.207243673	0	3.103210732	0	0.392070955	0.252001691	0.425120805	0	0.139878048	0	0.511341877	0.320318707	0.792860071	0.098776784	1.855334774	0.172029432	0.447658165	0.338083585	0.246565739	0.571201713	0.43056377	0.102091005	0.429217778	0.278560392	0.405533585	0.548488394	0.805282012	0.824837168	0.40998325	0.079567475	0.12323795	1.185690481	0.208857451	0.189661698	0.057295179	0.354228032	0.059790127	0	0.088489481	0.555797688	0.227992537	0.134037607	0	0.262670153	0.122810557	0.631830192	0.471097926	0.055646101	0.613177079	0.147114856	0.302418113	0.270774166	0.117228673	0.239863858	0.047726241	0.337512537	0.01111201	0.638695861	0.541955047	0.369005399	0.042776773	0.578211028	0.054924845
ABCA2	42.2811403	67.31674009	51.2225128	49.21242685	37.74991164	47.23067159	28.38777355	59.38188214	46.31090928	46.00715697	24.78398189	47.46523587	51.89704968	31.91176774	29.99239662	48.07947505	41.16604553	50.80730706	26.29406975	63.04596463	45.50657374	36.21624326	25.84330609	38.99759615	67.79017127	145.3831912	49.51388379	38.32887126	65.79162732	80.47902292	71.94022473	42.13972937	29.17048946	60.94154163	61.96697511	51.21516644	73.61338352	41.83879591	59.91356081	56.2151793	58.89023661	41.63104014	60.00602027	93.47455507	81.4085461	47.53077175	71.42922362	80.65866055	73.7845419	65.5761298	40.65794258	73.10179775	65.49139827	70.97949692	66.12044753	42.15709332	84.43632112	66.08888557	82.13789947	63.75568348	96.41342196	53.32885152	58.56305223	56.26394053	54.63259046	45.65411896	51.53582603	43.82820139	48.0033214	47.32130805	25.57092733	47.80162962	29.25253496	43.26943991	44.08137016	44.73440023	41.62983968	28.39135633	45.80798621	44.41938016	46.95856285	23.09426872	29.79301151	52.8911798	44.08547232	30.05364855	15.91638788	53.36448682	24.91348138	25.08217495	29.76072096	25.66048408	38.9235901	36.43153352	30.11018689	19.5257554	15.26282251	47.67900195	44.46227569	37.15396396	45.14915477	43.45957004	39.8579335	60.47477383	66.97237969	58.98197918	52.59497801	49.77397091	46.31267185	89.24714332	30.9141382	52.17387101	41.806934	95.22043469	37.22988592	97.66320838
ABCA3	13.75547183	52.38873385	50.8372225	15.69645544	17.98532319	19.68070116	10.9687664	40.79311452	17.46216565	49.42992982	21.75909555	33.20721105	36.68307174	22.45253404	16.00157796	15.79901141	16.66110151	14.27231515	10.95756891	20.09897276	18.16553177	27.6213004	9.948783469	8.650400598	25.58990284	34.76740583	25.26222484	17.28919269	37.14793673	18.65524688	35.07266068	10.2766868	19.1989202	48.53912535	5.17074038	21.47769238	17.1069597	15.97100665	28.00642061	36.62228292	31.84356016	27.80745079	12.31614263	62.64912466	13.00856729	17.5293289	14.57805595	19.1844527	44.06344753	73.4481216	12.18852749	22.14831834	17.70504779	32.29741734	37.52628049	33.66545832	19.24060847	27.04307851	23.22875279	31.80508438	33.57138039	19.00936881	42.87347819	15.86968326	14.42859077	21.21111219	54.5721986	30.48276834	14.94029776	18.77753961	13.47470305	26.33704114	5.172406221	32.87482212	45.10095378	25.2570174	15.50798598	16.46192695	31.85592675	23.43586848	29.35574446	11.87938206	24.62178327	18.80650241	14.68413921	17.87547549	8.930136017	61.02587618	13.09364248	24.16917592	32.74944789	20.20877552	20.03008242	23.44873979	15.6852762	8.452246928	8.072532472	73.32898019	21.29105464	30.51053354	41.85791947	17.08809641	42.68716097	30.09718335	42.57904407	55.24201357	31.33449707	67.04567982	19.42782111	50.1260356	25.88222646	27.99831472	55.67769155	88.27401309	17.40305856	63.72618638
ABCA4	0.207875747	0.055629427	0.151845002	0.205283147	0.080483554	0.695664988	0.604581316	0.533489515	0.146558273	0.09217916	0.019049363	0.530211328	0.068914437	0	0.022096318	0.160343686	0.094239546	0.447303162	0.352726107	0.073733616	0.269421588	0.15097518	0.174842536	0.203693103	0.021291342	0	0.309200817	0.208718244	0.332634598	0.210390619	0.137736445	0.350326734	0.225265866	0	0	0.045440592	0.216131113	0.255177867	0	0	0	0.013480449	0	2.013239368	0.286546198	0.127991276	0.409528753	0	0.078901201	0.090084062	0.21512486	0.073081939	0.168084208	0.114239265	0.045184015	0.090612536	0.023442202	0	0.074449193	0.009364465	0.202155979	0.075269364	0.060228582	0.183437781	0.396093025	0.453506342	0.105419093	0.109041691	0.426726279	0.104571542	0.036594142	0.081081467	1.835392618	0.304706668	0.16022968	0.234690358	0.459678957	0.349152772	0.152044638	0.682934956	0.247144139	0.026064205	0.04995179	0.472802888	0.321099266	0.037462556	0.145954339	0.086326631	0.435867485	0.050047649	0.212727454	0.138882374	0.070489919	0.598551127	0.168295358	0	0.187388757	0.036714015	0.125836224	0.221000974	0.274482629	0.769894794	0.141252594	0.12657036	0.115247279	0	0.064536217	0.023969705	0.27545378	0.027904106	0.302617263	0.259226519	0.213838593	0.01193551	0.338326373	0.163786434
ABCA5	57.69312705	57.73289531	54.00797622	60.74206241	89.00073998	58.68850173	86.4410086	73.12173594	54.15131466	89.18373904	49.48652636	64.06556284	54.77058951	91.59314819	67.41121823	53.61308799	47.22348646	76.27324469	47.40538597	32.8839285	75.42525664	79.95027081	38.8875668	61.21652238	58.76767323	32.21437864	25.943798	32.40699484	37.35485248	35.05649478	31.67541493	36.71950762	31.77052742	17.56378501	46.55217479	30.23014316	29.99377857	26.95150684	20.83884395	16.74946934	16.91005493	33.94020566	24.53345457	17.58955764	28.21389039	34.35985417	24.56904867	25.27042683	20.1079935	35.89370966	21.82557098	29.75116133	20.12776884	21.70544868	40.53814539	33.31576815	27.44824721	18.09961643	29.75028826	20.30031424	27.56699636	20.5403017	32.99408311	27.66417602	23.2666301	33.13834208	16.24722963	29.3749042	28.21529045	27.89052781	28.60072194	26.22539742	13.55010895	45.77111325	25.81576971	36.33280874	50.67518128	33.07961504	42.84809903	33.78509427	32.82405486	39.45868794	34.9965536	33.58056876	38.3975805	34.88425572	37.37732633	42.53404222	48.44530942	34.83181076	41.80010608	43.09084524	36.30502401	44.15044868	35.61085136	23.14501741	30.27492232	28.80328741	26.51949058	22.39875129	41.47631892	27.67467511	17.71416673	14.10371142	15.97771633	23.63451916	26.05482234	18.66814492	13.16019241	18.12752675	23.29367737	25.08508331	98.39814895	27.90462735	31.16031529	28.99582851
ABCA6	14.94395146	10.74703314	8.908593164	14.4200224	22.22651677	23.3444862	21.79355612	30.20210598	20.37305175	12.54270002	7.407463215	4.944685669	7.168840187	17.37721805	19.96202592	15.14639558	19.29147513	25.26936039	20.76392453	11.36319473	20.83139704	30.11504165	16.1175222	19.19775371	20.88274688	20.64280754	8.041171571	13.22841989	8.086899588	12.84278686	23.50616237	27.86236709	7.783214381	5.978449109	7.465072839	8.806791765	4.80789157	10.68765909	3.571826568	2.845680074	3.484168665	15.60066376	9.307464237	6.567598205	11.84620208	13.80568388	18.65809821	11.22583695	11.33446436	5.375783345	5.994217804	18.29092949	8.517692119	12.26102828	5.355758425	18.33900077	7.518956316	9.517072026	13.77200951	4.035725501	9.354710417	8.808652073	1.213730828	10.39296075	10.56504314	10.79406742	7.134203123	7.81985546	14.19654494	10.51385738	5.873215931	8.58969878	48.45759847	13.51147132	9.929323624	15.23166305	19.73862423	9.350417689	20.26901658	10.47843425	14.42136006	21.77137404	6.026938873	10.98642839	8.766329115	12.56335017	11.00667568	6.850926191	16.43563985	7.02684518	13.4249403	7.756808599	12.34342895	10.63522683	6.555637801	7.171758643	9.81155649	5.455976984	9.404305094	15.2218066	7.490558415	27.61183569	4.500995757	3.369999801	6.543791039	4.777251705	8.498305402	8.378302572	14.97651291	8.025705678	6.698832974	8.796084472	6.329120881	7.124385527	16.41012413	9.874735206
ABCA7	10.53518765	12.44533322	5.926064607	15.17063253	11.33806842	13.99975987	9.224248018	18.00326459	13.38298104	10.53910211	9.685671117	17.34394839	15.95723558	12.54210183	7.433252252	19.10619268	9.230992828	20.71112049	13.89662424	16.59915145	12.83917861	6.378188105	11.83316368	9.829383941	9.503128506	9.8439931	15.27945472	11.41539709	5.292782388	16.67242449	4.251438582	8.472927442	13.56279583	11.36403614	20.49541957	14.49536088	21.6484177	10.71771467	22.36284841	20.24878422	18.32369348	10.83326267	7.03326858	27.81920895	12.9223455	9.52591198	21.23128765	18.69141364	7.904213804	17.31861729	9.105186723	12.71024924	10.87269243	13.67528837	8.692814086	8.972487479	9.930531714	15.96502794	20.45127218	12.46707706	3.511407261	17.30115866	2.130839504	14.0071788	24.31130842	12.69514114	7.335338391	13.00103307	13.36711551	15.21079504	9.091960317	11.83904449	6.502568169	15.64682958	14.02147036	8.160689995	7.734050026	10.69960875	10.99262765	11.48606935	7.639913634	6.096092942	7.797886726	15.34761805	9.210136164	8.82174291	6.663124677	8.746941089	12.32158178	6.402961708	6.220749398	8.107354816	12.63916836	9.250419383	8.603251438	4.107976129	3.370267365	14.16695537	5.701953969	10.925977	8.289993031	14.80757992	8.158518654	10.7002982	17.83267982	9.000919345	7.118463663	12.08202014	22.39712116	5.836201764	10.03872375	12.11884628	8.38467316	6.488507279	9.050550277	24.72497897
ABCA8	98.19647518	17.43752749	18.97026385	45.6908183	111.9446099	64.41356979	69.27537826	32.94484922	52.27381796	15.34077118	31.58077987	62.06773298	39.74792539	17.58927798	98.18813665	54.47125044	50.47472009	46.61772145	59.76228886	38.90993735	39.79580926	63.788218	36.44557691	88.48718716	29.77345268	41.67378342	35.30045903	51.17497456	25.95306574	31.94927367	96.97526607	84.48390816	25.17136888	20.45213973	93.14028342	33.80122735	33.79608193	36.18416205	20.23370699	24.13637229	31.13004118	80.96990751	49.82460606	43.91052984	67.90000134	34.14355633	111.7945741	35.32307596	58.3026354	8.62079915	28.64346785	49.84307175	63.22494707	87.24262595	22.69958047	80.22719659	13.60171408	49.43742101	49.00490077	26.58946006	48.64198085	80.79819292	2.094227556	49.32575832	55.30732734	37.80693281	29.06629584	31.60005845	41.73134618	37.56087812	12.2315063	43.51973083	195.0412169	75.25057395	24.49853785	48.32383463	43.84547408	20.76902625	54.40702711	31.37397165	39.94609574	52.56031268	24.79058659	50.18906796	43.05121136	29.6890112	23.36502354	12.55723463	36.82933077	38.45255605	22.82365109	23.61656996	46.67568821	54.02717073	38.32590649	53.95862678	28.3041088	29.74872753	35.52133854	43.24652702	48.8330907	64.85757256	21.0840058	21.19146735	53.01569286	19.96129911	31.75043512	15.8031939	18.61553324	39.75991342	63.19054876	36.06033876	10.96610639	26.40952843	100.4448391	52.58633648
ABCA9	7.71608085	3.485926354	5.448280372	2.526587194	5.669963438	5.145502785	5.847664371	7.133182736	4.380532028	4.307646334	1.501420489	2.374161762	1.348738403	7.760399329	3.247799182	3.036123961	4.436552407	5.366757704	4.822790433	2.486898437	5.015575503	8.430702119	4.259889795	4.304812458	4.705559905	6.525998385	2.338240322	2.350088705	2.61055001	3.94019526	3.932769242	4.958520509	1.351608774	1.13294973	2.760897602	1.048639592	1.13395372	1.777087206	0.725724628	0.41934792	0.962357136	2.404968238	2.058432377	2.587076003	1.772758609	3.149071436	3.328809668	2.459367312	1.901351286	2.572618773	2.062164345	3.386019711	1.775941877	2.217210377	2.475024148	3.750155803	1.905911753	1.388489442	4.569420198	1.127071794	2.777579277	1.389602221	0.775624923	1.595599094	7.639245459	2.839270136	5.415946574	1.430636666	2.014415165	1.670686392	1.239449537	2.449478703	7.236325526	5.737081062	2.239066348	3.610657166	6.300988132	1.9601303	4.029514458	0.963560421	2.638598337	4.164145608	2.720985338	4.541394934	2.059788713	2.920778673	2.830933531	1.869577781	4.206602987	1.579182079	2.755162899	1.656743666	3.431099995	7.308341103	1.613261648	1.783854176	1.860157019	1.587625552	1.911357172	1.564637997	2.971352293	4.57097207	1.463975369	1.496391239	1.15998575	1.149663939	0.939412362	1.346713819	1.918290931	1.538043517	0.862199265	1.408120326	3.68970179	5.568077198	1.966917168	4.875386046
